busca local,10,1,0.2,1936,0.0088055
busca local,10,1,0.4,1025,0.0073027
busca local,10,1,0.6,841,0.0072928
busca local,10,1,0.8,818,0.0063818
busca local,10,2,0.2,1077,0.0059674
busca local,10,2,0.4,615,0.0165629
busca local,10,2,0.6,615,0.0125862
busca local,10,2,0.8,615,0.017931
busca local,10,3,0.2,1586,0.01955
busca local,10,3,0.4,917,0.0203356
busca local,10,3,0.6,793,0.0143246
busca local,10,3,0.8,793,0.0141324
busca local,10,4,0.2,2183,0.0168683
busca local,10,4,0.4,1251,0.0136397
busca local,10,4,0.6,815,0.0172952
busca local,10,4,0.8,803,0.0235921
busca local,10,5,0.2,1199,0.0175064
busca local,10,5,0.4,654,0.0097487
busca local,10,5,0.6,521,0.0174189
busca local,10,5,0.8,521,0.01793
busca local,10,6,0.2,1521,0.0193037
busca local,10,6,0.4,909,0.0171383
busca local,10,6,0.6,755,0.0183514
busca local,10,6,0.8,755,0.0271667
busca local,10,7,0.2,2179,0.0113623
busca local,10,7,0.4,1439,0.0180377
busca local,10,7,0.6,1221,0.0227777
busca local,10,7,0.8,1083,0.0183247
busca local,10,8,0.2,1720,0.0197371
busca local,10,8,0.4,1020,0.0185712
busca local,10,8,0.6,610,0.0149207
busca local,10,8,0.8,540,0.0170485
busca local,10,9,0.2,1574,0.012562
busca local,10,9,0.4,876,0.0144629
busca local,10,9,0.6,582,0.0216029
busca local,10,9,0.8,554,0.0201393
busca local,10,10,0.2,1869,0.0176536
busca local,10,10,0.4,1144,0.0199584
busca local,10,10,0.6,710,0.0222489
busca local,10,10,0.8,671,0.0205274
busca local,20,1,0.2,4434,0.0533018
busca local,20,1,0.4,3199,0.0539164
busca local,20,1,0.6,2986,0.0474411
busca local,20,1,0.8,2986,0.0405818
busca local,20,2,0.2,8430,0.0382024
busca local,20,2,0.4,4987,0.0418052
busca local,20,2,0.6,3243,0.0449095
busca local,20,2,0.8,2980,0.0400883
busca local,20,3,0.2,6252,0.033197
busca local,20,3,0.4,3976,0.0305245
busca local,20,3,0.6,3583,0.033579
busca local,20,3,0.8,3583,0.0338788
busca local,20,4,0.2,9247,0.0398369
busca local,20,4,0.4,5354,0.0314089
busca local,20,4,0.6,3326,0.0440818
busca local,20,4,0.8,3040,0.0398218
busca local,20,5,0.2,4373,0.0381045
busca local,20,5,0.4,2571,0.0311894
busca local,20,5,0.6,2173,0.0335467
busca local,20,5,0.8,2173,0.0333928
busca local,20,6,0.2,6568,0.0438014
busca local,20,6,0.4,3582,0.0423428
busca local,20,6,0.6,3055,0.0388353
busca local,20,6,0.8,3055,0.0383352
busca local,20,7,0.2,10500,0.0397125
busca local,20,7,0.4,6316,0.0391481
busca local,20,7,0.6,4133,0.0358528
busca local,20,7,0.8,3878,0.0477452
busca local,20,8,0.2,4044,0.0406976
busca local,20,8,0.4,2145,0.0452949
busca local,20,8,0.6,1638,0.043702
busca local,20,8,0.8,1638,0.0421339
busca local,20,9,0.2,3618,0.0478844
busca local,20,9,0.4,2097,0.0300037
busca local,20,9,0.6,1972,0.0452553
busca local,20,9,0.8,1972,0.033305
busca local,20,10,0.2,4979,0.0255757
busca local,20,10,0.4,3151,0.0351078
busca local,20,10,0.6,2184,0.0374716
busca local,20,10,0.8,1995,0.0346309
busca local,50,1,0.2,40952,0.216783
busca local,50,1,0.4,24586,0.234756
busca local,50,1,0.6,18222,0.24576
busca local,50,1,0.8,18022,0.203378
busca local,50,2,0.2,30945,0.236371
busca local,50,2,0.4,18455,0.22524
busca local,50,2,0.6,14214,0.210993
